id,date,sender,text,clearedmsg
1296,2022-10-01 12:58:26+08:00,Danqi Wang,"non veg bento: 8, veg bento: 1. location: spms level 3 mas atrium",-2
1297,2022-10-01 13:06:18+08:00,Sun Xuan,15 bento at wkw lvl 3,-2
1299,2022-10-01 13:40:13+08:00,NTUFreeFood,cleared,1298
1300,2022-10-03 20:16:04+08:00,ES,hi  have free food buffet at the hive level 3 rooftop :),-2
1304,2022-10-03 20:53:58+08:00,NTUFreeFood,cleared,1303
1305,2022-10-04 18:49:43+08:00,Choo Ching 🧃,hello 26 non veg bentos at wkwsci level 2 (31 nanyang link),-2
1306,2022-10-05 14:00:09+08:00,Yao Hui | Jayson,free food at graduate college ntu.  abn level 1. bring your own container.   to be cleared by 2.45pm,-2
1307,2022-10-06 19:48:53+08:00,Hogan,"hi l, here got 15 non veg, 3 veg bento set (halal cert) at hive lvl 2 tr 52",-2
1308,2022-10-07 15:49:58+08:00,Teoh Yeeguan,hi 20 nasi lemak bento at wkwsci level 2,-2
1309,2022-10-07 18:06:46+08:00,NTUFreeFood,cleared,1308
1310,2022-10-07 19:25:52+08:00,Vin,wkwsci lvl 2 8 nonveg and 1 veg,-2
1311,2022-10-07 19:32:59+08:00,NTUFreeFood,cleared,1310
1312,2022-10-08 12:20:31+08:00,richelle adarsh,hi  non veg and veg bentos at tan chin tuan lt 2,-2
1313,2022-10-09 16:15:25+08:00,Joey Er,2 loafs of white brand at lower rugby field grandstand   ,-2
1314,2022-10-09 16:17:05+08:00,Ck,"hi  there are 3 non veg and 3 veg bentos but supposed to be consumed by 3.15pm, at wkw lvl 2",-2
1315,2022-10-09 16:47:10+08:00,NTUFreeFood,cleared,1314
1316,2022-10-09 17:56:26+08:00,Ck,free starbucks black coffee at wkw lvl 2,-2
1317,2022-10-10 22:19:04+08:00,Chung Jiajun,free fruits at hall 9 pick up point ,-2
1318,2022-10-10 23:48:56+08:00,Hannah,"oatly, dated 19 sep 2022. also at hall 9 pick up point ",-2
1319,2022-10-10 23:55:30+08:00,NTUFreeFood,hall 9 oatly cleared,-2
1320,2022-10-11 14:22:58+08:00,NTUFreeFood,hi please note oatly has been cleared at hall 9 and no longer available. any other oatly is not for taking.,-2
1322,2022-10-11 18:44:37+08:00,NTUFreeFood,hello  we have some some free food in ns lt11. clearing by 7pm ,-2
1323,2022-10-11 19:49:55+08:00,mingdao,"chee chong fun, potato salad and fruit punch outside tct  thanks  ",-2
1324,2022-10-12 19:37:27+08:00,Si jia Lai,two veg bento at wkw lvl 2,-2
1325,2022-10-12 20:13:48+08:00,NTUFreeFood,cleared,1324
1326,2022-10-12 21:04:55+08:00,Archit,we have 8 bubble teas and 1 green tea at scse ilab (n4-b2b-14),-2
1327,2022-10-12 21:15:10+08:00,NTUFreeFood,cleared,1326
1328,2022-10-12 22:23:42+08:00,Hannah,free bread at hall 9 security counter ,-2
1329,2022-10-13 10:50:54+08:00,mandy,"🎉🎉🎉 calling all ntu students, paik's bibim is giving away *free paik's coffee beverages ☕️🍋😋  where, when & how to redeem? 📍paik's bibim ntu   north spine ✨14th october 2022 (friday)  🕛 from 12pm - 6pm only  help us fill in this 1-minute survey and flash the completed survey to redeem  https://forms.gle/pawmcnzmwqgiz7tc6  *while stock lasts",-2
1330,2022-10-13 14:08:06+08:00,NTUFreeFood,"hi, there is free food outside of ns lt4",-2
1331,2022-10-13 19:31:47+08:00,NTUFreeFood,15 halal bento sets and 4 vegetarian sets outside tr15 at the arc,-2
1332,2022-10-13 19:32:47+08:00,Hogan,"hi, here got 19 non veg, 5 veg, halal cert bentos at hive lvl 2 in front tr 51",-2
1333,2022-10-14 12:40:33+08:00,NTUFreeFood,fully redeemed for paiks bibim,-2
1334,2022-10-14 15:28:14+08:00,Teoh Yeeguan,17 bento at wkwsci level 2,-2
1335,2022-10-14 19:25:47+08:00,Vin,13 nonveg at wkwsci lvl2,-2
1336,2022-10-14 19:37:20+08:00,NTUFreeFood,cleared,1335
1337,2022-10-15 14:16:05+08:00,Praveen,free drinks outside lt10,-2
1338,2022-10-15 20:57:15+08:00,NTUFreeFood,free food in front of chinese heritage center. raydys beehoon. approach any staff wearing the raydys shirt,-2
1340,2022-10-19 18:57:26+08:00,Si jia Lai,10 thai basil chicken bento and 5 veg char siew bento in front of wkw lift  lvl 2,-2
1341,2022-10-21 19:41:08+08:00,Vin,wkwsci lvl2 6 nonveg 4 veg,-2
1342,2022-10-21 20:02:50+08:00,NTUFreeFood,cleared,1341
1344,2022-10-22 13:32:01+08:00,AZZ,leftover bento sets at nie in between lt7 & lt8 (halal with vegetarian options),-2
1345,2022-10-22 18:45:36+08:00,NTUFreeFood,"17 bento sets up for grabs at pioneer/crescent hall canteen   food was for our event this afternoon, expired on 12.30pm but probably still edible before tonight, just require some microwaving. but take at your own risk",-2
1346,2022-10-22 19:29:11+08:00,NTUFreeFood,cleared,1345
1347,2022-10-25 15:20:38+08:00,Yilin Wang,we have got some seminar food left at hss,-2
1349,2022-10-25 15:20:38+08:00,Yilin Wang,at hss 0557,-2
1350,2022-10-25 15:24:28+08:00,Yilin Wang,tell them the room next to 0557,-2
1351,2022-10-25 15:24:28+08:00,Yilin Wang,it’s like a balcony so no room number,-2
1352,2022-10-25 19:26:10+08:00,Choo Ching 🧃,hello 4 x nonveg bento at wkwsci level 2,-2
1353,2022-10-25 19:33:34+08:00,NTUFreeFood,cleared,-1
1354,2022-10-26 22:06:21+08:00,Chung Jiajun,free bread at hall 9 security counter ,-2
1355,2022-10-27 15:19:36+08:00,Le Han,"spms lv 2, no utensils however",-2
1356,2022-10-27 19:35:47+08:00,Hogan,"hi, here got 15 non veg, 4 veg bento set (halal cert) at hive lvl 2 tr 52",-2
1357,2022-10-28 19:08:32+08:00,NTUFreeFood,"hi, there's buffet food at the lkc lecture hall function room",-2
1358,2022-10-28 19:23:40+08:00,Vin,wkwsci lvl2 9 nonveg,-2
1359,2022-10-28 20:40:52+08:00,liying,halal beehoon and brocolli with cutlery provided   the src   the waves level 2 benches,-2
1360,2022-10-29 15:05:20+08:00,elena,hi  free food at lt7 north spine (3 pizzas and coke),-2
1361,2022-10-31 22:07:33+08:00,Esther See,"jasmine tea n coffee drinks. bbd is 7/22, 4/22 respectively.  hall 4 admin office table",-2
1362,2022-10-31 23:30:13+08:00,Hannah,"abundance of soya milk, fruit tea and jasmine tea at hall 9 pick up point.   the milk is dated dec 2021 but it is safe for consumption.",-2
1363,2022-10-31 23:51:30+08:00,NTUFreeFood,cleared,1362
1364,2022-11-02 14:20:01+08:00,Yao Hui | Jayson,14 snack boxes up for grab at abn lv1 graduate college. to be cleared by 2.30pm,-2
1365,2022-11-02 19:15:29+08:00,NTUFreeFood,there is a buffet the arc reading room (b1),-2
1366,2022-11-03 19:37:41+08:00,Hogan,"hi, here got 15 non veg, 2 veg bento set (halal cert) at hive lvl 3 tr 56",-2
1367,2022-11-04 14:52:21+08:00,NTUFreeFood,3 bentos left at north spine aia canopy,-2
1368,2022-11-04 21:09:17+08:00,Sky Song,"48 non veg halal certified bentos, 2 jellies and mineral waters at lt22 bench",-2
1369,2022-11-07 17:53:24+08:00,NTUFreeFood,"hi there, we have some buffet food outside lt1a  ",-2
1370,2022-11-09 19:38:21+08:00,jessie,6 vegetarian bentos at rtp,-2
1371,2022-11-10 19:22:15+08:00,Hogan,"hi, here got 15 non veg, 2 veg bento set (halal cert) at hive lvl 3 tr 56",-2
1372,2022-11-10 21:37:47+08:00,Sarah T,packet drinks outside arc tr+15 ,-2
1373,2022-11-11 12:19:33+08:00,Yao Hui | Jayson,"free food at abn level 1 , infront of graduate college. bring your own container. to be cleared by 1pm",-2
1374,2022-11-11 19:26:03+08:00,Vin,wkwsci lvl2 2 nonveg 1 veg,-2
1375,2022-11-11 19:28:51+08:00,NTUFreeFood,cleared,1374
1376,2022-11-12 23:52:45+08:00,NTUFreeFood,there is free ahlian beehoon in front of tamarind indian stall,-2
1377,2022-11-14 11:40:16+08:00,NTUFreeFood,i've some food at ntu one-north. it is in level 3 near auditorium. it has to be finished by 1pm,-2
1380,2022-11-14 12:57:04+08:00,NTUFreeFood,more food at fh1 ntu  one-north consume by 2pm,-2
1381,2022-11-14 17:00:53+08:00,Esther See,free oatmilk. bbd 9 nov. on table outside hall 4 admin office,-2
1382,2022-11-16 12:06:27+08:00,John,some leftover food at aia canopy.,-2
1383,2022-11-16 13:03:00+08:00,qj,hive level 3 outside tr+ 55 consume by 1pm,-2
1384,2022-11-16 22:32:21+08:00,Esther See,bread buns on hall 4 admin table.,-2
1385,2022-11-20 23:23:39+08:00,NTUFreeFood,"rescued groceries in ntu hall 1 block 14, some are a few days expired but the rest aren't, pls contact  xinyuan94",-2
1386,2022-11-22 17:09:12+08:00,NTUFreeFood,refreshments   nanyang audi,-2
1387,2022-11-24 12:50:40+08:00,NTUFreeFood,hi there is free buffet at the arc level 2 outside tr 36  the plates have to put at the blue box or ppl have to take their own containers,-2
1388,2022-11-24 13:21:30+08:00,NTUFreeFood,"hi all, please return all the cutlery back to the blue boxes now for the arc l2 buffet",-2
1389,2022-11-24 14:19:37+08:00,NTUFreeFood,hi all if you are holding onto 2 plates 4 cups 1 purple box  please return it to saloni. call or message her at 96542764 before 5pm.,-2
1390,2022-11-25 10:44:37+08:00,NTUFreeFood,cartons of instant noodles good for at least another 6 months. these are excess stocks from nearby factories in boon lay. please help yourselves ,-2
1391,2022-11-25 13:04:48+08:00,NTUFreeFood,"free food at hive l3. bring your own plate, clear by 2.30pm",-2
1392,2022-11-25 18:33:45+08:00,NTUFreeFood,free food at adm l1 both veg and non veg,-2
1393,2022-11-25 22:26:29+08:00,Esther See,bread buns on hall 4 admin table,-2
1394,2022-11-28 19:10:16+08:00,PeerChannel(channel_id=1532562128),save the date  ntu_sg  ntu.su students‼️ you have won 1000 cups of classic milk tea with golden pearls (m) 🤩  here’s the details for collection: ✨date: 30/11/22 ✨time: 12-6pm ✨location: liho tea   ntu hss #01-11  do present your mylihotea membership and a valid ntu student pass for redemption.   *terms & conditions apply. while stocks last  each student is only valid for one redemption. drink received is classic milk tea with golden pearl (m) with fixed ice level and sugar. collection only valid on 30/11/22 from 12-6pm at ntu hss outlet #01-11.  #liho #里喝,-2
1395,2022-11-30 12:51:54+08:00,NTUFreeFood,emb building lvl 5 outside collab 1 and 2  will clear off by 2pm,-2
1396,2022-11-30 15:44:45+08:00,PeerChannel(channel_id=1532562128),save the date  ntu_sg  ntu.su students‼️ you have won 1000 cups of classic milk tea with golden pearls (m) 🤩  here’s the details for collection: ✨date: 30/11/22 ✨time: 12-6pm ✨location: liho tea   ntu hss #01-11  do present your mylihotea membership and a valid ntu student pass for redemption.   *terms & conditions apply. while stocks last  each student is only valid for one redemption. drink received is classic milk tea with golden pearl (m) with fixed ice level and sugar. collection only valid on 30/11/22 from 12-6pm at ntu hss outlet #01-11.  #liho #里喝,-2
1397,2022-12-02 10:50:58+08:00,NTUFreeFood,"instant noodles, expired august 2022 but still good for at least 8 months. left stack has pork, right stack halal  location hss building outside undergraduate education office",-2
1398,2022-12-02 14:06:03+08:00,Chee Hang,"hi, there's some leftover food at experimental medicine building lvl5. not sure when the caterers will come and clean up.",-2
1399,2022-12-02 21:44:59+08:00,NTUFreeFood,20 pax food at mcdonalds northspine,-2
1401,2022-12-03 13:21:34+08:00,NTUFreeFood,"hi, there is free bento at lt27, consume by time is 2.30pm",-2
1402,2022-12-07 11:21:38+08:00,NTUFreeFood,clearing at 12,-2
1403,2022-12-07 11:21:38+08:00,Hui Lin,hai there is free food in spms mas atrium lvl 3,-2
1404,2022-12-07 13:18:51+08:00,Priya,"hi, there is some leftover food at arc level 1, near tr 32. have to clear by 2pm.",-2
1405,2022-12-07 14:26:55+08:00,Hui Lin,hi there is another round of free food at spms mas atrium lvl 3 to be cleared by 2.40pm,-2
1406,2022-12-07 16:11:17+08:00,Hui Lin,hi there is free food at spms atrium to be cleared by 5.30pm,-2
1407,2022-12-08 13:04:32+08:00,Rishav,free food in nanyang audi level 3 outside hall b,-2
1408,2022-12-08 13:04:47+08:00,NTUFreeFood,clearing time 130pm,-2
1409,2022-12-09 13:11:25+08:00,Xenon,"hive b2 outside tr+29, 12 non-veg, 1 veg, consume by 1.30pm",-2
1410,2022-12-09 13:50:19+08:00,NTUFreeFood,cleared,1409
1412,2022-12-09 18:46:09+08:00,ES,"free starbucks english breakfast tea travellers set, mostly full",-2
1413,2022-12-09 19:02:18+08:00,Evan,hello  there's some buffet food left at mas atrium (spms),-2
1415,2022-12-09 19:25:03+08:00,Rishav,free food with drinks outside nanyang audi opposite to zitimama's,-2
1417,2022-12-09 19:25:13+08:00,NTUFreeFood,clearing at 745pm,-2
1418,2022-12-09 19:57:45+08:00,Yek How,"1 vegetarian bento and 4 non-vegetarian (halal) bentos arc, table beside tr26 note: labelled best consumed by 8pm, so take at own risk",-2
1419,2022-12-10 13:04:16+08:00,Nat,extra fried rice at tama admin office  consumed at own risk due to exceeded timeframe,-2
1420,2022-12-12 12:39:30+08:00,Zane Oh,"hi, we have about 50 packets of bento and pudding leftover (ss b3 benches opposite cheers) expire 1:30pm",-2
1423,2022-12-12 13:01:08+08:00,Carol,the arc tr+30. bring your own utensils. clearing at 2pm.,-2
1424,2022-12-12 17:17:58+08:00,ES,"free starbucks coffee traveller's set with sugar and milk, at the arc beside tr+25",-2
1427,2022-12-12 19:19:27+08:00,Zane Oh,"hi, we have about 50 packets of bento and pudding leftover , got some vegetarian as well (ss b3 benches opposite cheers) expire 8pm",-2
1429,2022-12-13 10:24:35+08:00,Iggy💤,"  ss b3 benches, food is good for today. 63 chocolate rolls 25 eclairs",-2
1431,2022-12-13 12:48:41+08:00,Js," sbs, bottles of peach bubble milk tea & coffee bubble milk tea   expire today (13/12/22)",-2
1432,2022-12-13 13:10:46+08:00,NTUFreeFood,"hi, we have free halal lunch at spms john bardeen room now. it’s halal.",-2
1436,2022-12-16 12:55:20+08:00,NTUFreeFood,sandwiches and fruits outside s4-b4b-30. sandwiches consume by 10.15,-2
1439,2022-12-16 13:34:10+08:00,NTUFreeFood,"hi we have 100 packs of packed food outside lt2a that’s free for anyone to take, as well as a carton of water",-2
1442,2022-12-17 21:09:16+08:00,JiaJun (ノ><)ノ︵ ┻━┻,free food available at tama fh    if you want can take whole tray  ,-2
1443,2022-12-21 19:56:43+08:00,A.Z,~8 bentos   arc b2. was for dinner around 6pm so consume at your own risk.,-2
1444,2022-12-28 20:55:42+08:00,Qiao Tong,"2 braised pork rice and 3 char siew rice, bought at 6pm, consume at own risk",-2
1445,2022-12-28 20:58:07+08:00,NTUFreeFood,above is at n3.1 b1a-02,-2
1446,2023-01-02 12:35:13+08:00,Shawn Ang (he/him),"hello  free rescued bakery buns at saraca, hall 9, and crespion food delivery drop off points    the bread buns have a variety of fillings (chicken, cheese, otah, tuna, ham, sweet potato, yam, meat floss etc.), but **please bring your own containers and bags to take whatever you want from the larger bags at each delivery table (i havn't provided any bags)**.  best to eat them within the next few days or refrigerate them, eat at your own discretion ",-2
1449,2023-01-04 13:14:33+08:00,Won Rebecca,"hi, we have food here at spms atrium at level 3. please come before caterer remove them.",-2
1451,2023-01-04 13:32:09+08:00,Esther See,"chocolate n original oatmilk, made in italy. exp 23/11. above letterbox of blk 26, admin blk of hall 4",-2
1452,2023-01-04 13:32:34+08:00,Sarah Zhu,"buffet line at hive b1, in front of tr 41. clearing at 2 pm",-2
1454,2023-01-04 13:36:49+08:00,+xuann,graduate college,-2
1455,2023-01-04 16:10:32+08:00,Rachel,outside lt1a. 2 lines of buffet. halal. clear by 4.45pm,-2
1456,2023-01-04 18:52:49+08:00,Sarah Zhu,halal buffet line at b1 hive. will be cleared at 8pm.,-2
1457,2023-01-05 19:01:32+08:00,ShaoWei,free food outside tanchintuan lt,-2
1458,2023-01-06 15:11:18+08:00,Jia Min,"there are some leftover food (curry chicken, rice, vegetarian curry, nuts etc.) on the table outside the hive l1. feel free to take  😋",-2
1459,2023-01-06 19:43:13+08:00,NTUFreeFood,hi  have free food buffet at the hive level 3 rooftop :) please bring your own container,-2
1461,2023-01-07 20:15:05+08:00,Esther See,chocolate n original oat milk. exp 23/11. made in italy. above letterbox of blk 27 hall 4,-2
1462,2023-01-09 18:26:09+08:00,nicole 💗,"hello, there's free food outside lt3, clearing at 7:15pm. thank you.",-2
1463,2023-01-09 21:14:20+08:00,jingyi \(≧▽≦)/,hello  bento outside arc tr 30,-2
1465,2023-01-10 18:33:51+08:00,nicole 💗,"hello, there's free food buffet outside lt5. clearing at 7pm.",-2
1466,2023-01-10 19:04:00+08:00,PeerChannel(channel_id=1219484906),hey niners‼️ come on down to hall 8 function hall to get your free ice cream 🍦🌈,-2
1467,2023-01-10 20:22:01+08:00,NTUFreeFood,hello  still a lot of free ice cream left.,-2
1468,2023-01-11 18:13:17+08:00,kay en,🚨🚨**free ice cream drop happening **** hall6**🚨🚨 find us outside the mph and bring yr friends🍦🍦🍦,-2
1469,2023-01-11 19:06:05+08:00,chenming,"hellosss, there is surplus free food at banyan hall, closing collection at 8pm",-2
1470,2023-01-11 20:35:36+08:00,Shreya Gopi,"hi  here's some free food at wkwsci level 1, near the lee foundation lt",-2
1471,2023-01-11 20:38:04+08:00,NTUFreeFood,wkw food location near lflt,-2
1472,2023-01-11 21:44:53+08:00,hannah yeo,hi free food bento at hall 5 mph,-2
1474,2023-01-12 20:22:51+08:00,NTUFreeFood,free icecream at crespion canteen closing 9pm,-2
1475,2023-01-12 21:54:50+08:00,NTUFreeFood,leftovers at tamarind function hall cleating at 1030pm,-2
1476,2023-01-13 19:33:50+08:00,NTUFreeFood,"free oat milk, chocolate and original flavours, best before date was nov 2022 earliest, pick up from delivery room in crescent hall near the football field. room has a vending machine.",-2
1477,2023-01-14 12:04:51+08:00,richelle adarsh,hi  free veg and non veg bentos outside lt 23,-2
1478,2023-01-14 13:19:18+08:00,Ankita,food and drinks available near lt 23 in ss- non veg and non halal,-2
1479,2023-01-14 13:28:07+08:00,Kevin Lee,free nasi lemak (non-vegan/vegan) in front of lt 7 ns ,-2
1480,2023-01-14 14:23:29+08:00,richelle adarsh,hi  free veg and non veg bentos outside lt 23,-2
1481,2023-01-14 14:52:26+08:00,Jocelyn Leong,"hi, we have vegetarian beehoon with omnimeat outside lt20.",-2
1482,2023-01-14 14:57:08+08:00,Junyong,"hi, we have crespion caifan at the hive level 2 outside tr+53, no pork and no beef",-2
1484,2023-01-14 16:24:26+08:00,Zhiqing,4 pack free halal non-veg bento above lt19a (carpark a level) at the bench there. next to cates collection point. to be consumed by 2pm.,-2
1485,2023-01-14 16:35:40+08:00,NTUFreeFood,hi there is some yeeshang left outside lt23. covered,-2
1486,2023-01-14 17:23:56+08:00,kish 🌃🎇🌉🎆,buffet at shhk building until 6pm,-2
1487,2023-01-14 17:24:16+08:00,NTUFreeFood,"hi, there's free food at cohass",-2
1488,2023-01-15 12:17:49+08:00,Fu Jun,"free food at the hive b4 no beef, halal, no cutleries provided",-2
1489,2023-01-15 12:40:56+08:00,Esha Peer,free chinese food in pantry 3rd floor of hall 8,-2
1490,2023-01-15 21:05:46+08:00,Junyong,"crespion caifan at south spine s1-b3c-26, in front of garage eee",-2
1491,2023-01-16 17:37:32+08:00,Alice Jessica,hello we have some bbt in spms mas atrium,-2
1493,2023-01-16 18:30:25+08:00,nicole 💗,"hello, there's free food buffet outside lt3 but there's no paper plates. pls bring ur own containers, thank you. clearing at 7pm.",-2
1494,2023-01-16 19:22:31+08:00,Janeil,"hi guys, drop sighted at hall 8 again    come by quick, they are only here till 7.30pm  ",-2
1495,2023-01-16 19:34:37+08:00,NTUFreeFood,timing extended to 8pm,-2
1496,2023-01-16 21:54:47+08:00,Salmah :D,"l1 arc, 4 vegetarian (red bag) + 10 nonveg bento set >< thank you :d",-2
1497,2023-01-16 21:56:02+08:00,NTUFreeFood,next to tr17,-2
1498,2023-01-16 22:16:22+08:00,NTUFreeFood,cleared,1496
1500,2023-01-17 16:32:32+08:00,ninette,"nanyang audi level 3 vegetarian & non-veg bentos, clear by 6pm but eat at own risk (consume by 245pm)",-2
1501,2023-01-17 16:50:05+08:00,NTUFreeFood,cleared,1500
1502,2023-01-17 21:27:09+08:00,NTUFreeFood,hi there are some waterbottes   wkwsci level 2,-2
1503,2023-01-18 17:52:36+08:00,Chew You Chun,buffet at tct lt pavilion. clear by 6:45pm,-2
1506,2023-01-18 19:12:28+08:00,NTUFreeFood,there is a buffet outside global lounge ,-2
1507,2023-01-18 21:20:16+08:00,ninette,free food at nanyang audi b1 at corner near honour roll,-2
1508,2023-01-18 21:27:06+08:00,NTUFreeFood,cleared ,1507
1509,2023-01-19 20:12:05+08:00,Ian Teng,free ice cream 🍦   crescent hall back 2 school event ,-2
1510,2023-01-19 20:18:06+08:00,NTUFreeFood,hello free food at lkc theatre,-2
1511,2023-01-19 20:18:06+08:00,Asher,lkc foyer above cheers ,-2
1513,2023-01-20 14:56:33+08:00,Phyllis,hive level 3   clearing by 4pm,-2
1514,2023-01-24 20:10:35+08:00,NTUFreeFood,"hello  could you let ntu free food know that at around 9pm people can come down to banyan 21b lift lobby area to get free food? i have a lot of nasi briyani, beehoon, curry mutton, curry chicken, and chilli boiled egg. please bring your own tupperware and spoons to scoop the food  we need help to clear the food asap. thank you ",-2
1519,2023-01-24 21:00:41+08:00,NTUFreeFood,hi  banyan food cleared.,1518
1520,2023-01-25 16:54:12+08:00,NTUFreeFood,[ cleared ] hi  hall10 main building 1st floor (store) finish at 5:30pm today,-2
1522,2023-01-25 18:04:06+08:00,NTUFreeFood,hello there is free ice cream outside can 14 from 6-8pm,-2
1523,2023-01-26 20:39:41+08:00,NTUFreeFood,hi  i have remaining buffet at csi room (s3-b3c). to clear by 9pm,-2
1524,2023-01-26 21:13:08+08:00,kay_pee27,hii we have a buffet at lt 2a,-2
1525,2023-01-27 14:10:02+08:00,Zi Wei 🐖,hello  extra food at abn b2 ,-2
1526,2023-01-27 19:08:57+08:00,NTUFreeFood,hii free oranges at spms 3rd floor atrium,-2
1529,2023-01-27 21:17:27+08:00,NTUFreeFood,steamboat materials at arc b2 ,-2
1530,2023-01-28 21:37:10+08:00,NTUFreeFood,hiii there’s free food at ntu arc tr 14  ,-2
1531,2023-01-28 21:55:53+08:00,Esther See,lots of bread buns just rescued fr bakery that bakes fresh daily. bring yr own bags or containers. hall 4 admin table,-2
1532,2023-01-31 14:13:41+08:00,Royston,hello we have free food here at abn-b2b-10 (psp lounge).,-2
1533,2023-01-31 15:56:44+08:00,𝖕𝖍𝖔𝖊𝖇𝖊 ❦,free ice cream,-2
1534,2023-01-31 15:56:44+08:00,𝖕𝖍𝖔𝖊𝖇𝖊 ❦,at lkclt lvl 2,-2
1537,2023-01-31 15:58:50+08:00,𝖕𝖍𝖔𝖊𝖇𝖊 ❦,the buffet too  ty ;-;,-2
1538,2023-01-31 19:54:56+08:00,NTUFreeFood,"hi ,we have free food at wkwsci level 2, near the lift.",-2
1539,2023-02-01 15:23:35+08:00,Michael Yuhas,free spread in front of gc at abn north,-2
1541,2023-02-01 15:35:47+08:00,JH,"outside lt4 sandwiches (mushrooms, chicken), etc to be cleared cleared within 30 min",-2
1542,2023-02-01 15:35:47+08:00,JH,"outside lt4 sandwiches (mushrooms, chicken), etc to be cleared cleared within 30 min",-2
1543,2023-02-01 16:01:30+08:00,JH,"food cleared but still have some coffee and teas, please help yourself. but please don’t take the kettles away, thank you ",-1
1545,2023-02-02 13:44:00+08:00,Sno,"the arc tr+08, clearing around 2.30pm, bring own utensils",-2
1546,2023-02-02 20:06:01+08:00,hub,location: outside lt27 clearing time: 2030 / 2100,-2
1547,2023-02-02 20:43:22+08:00,NTUFreeFood,"hello  there’s free milk tea and honey aiyu at saraca’s drop off point, about 200",-2
1548,2023-02-02 21:25:36+08:00,janelle,hello  free vadai at hall 10 function room,-2
1549,2023-02-03 16:58:30+08:00,NTUFreeFood,non halal bento 5set at lt23 ss. big portions,-2
1550,2023-02-03 17:12:49+08:00,NTUFreeFood,cleared,1549
1551,2023-02-03 20:22:50+08:00,Jia Jun,"hello    gem discoverer is having an information talk on 7 feb 2023, tuesday for students who are looking for a summer opportunity. for registering for the gem discoverer information talks, you will receive a free **lunch bento** and an exclusive gem discoverer t-shirt  stocks are limited, register now to secure your bento and t-shirt ",-2
1555,2023-02-04 16:52:09+08:00,seöwhüi,hello there's 8 + 1 vegetarian caifan outside lt9  prepared ard 12pm. all halal,-2
1556,2023-02-04 17:17:23+08:00,NTUFreeFood,cleared,1555
1557,2023-02-05 15:15:39+08:00,Balaji,chicken bento (halal) and vegetarian bento boxes outside lt5,-2
1558,2023-02-05 15:29:19+08:00,NTUFreeFood,cleared,1557
1559,2023-02-07 16:20:02+08:00,teamotits,"free bubble tea at aia canopy, while stocks lasts",-2
1560,2023-02-07 16:20:02+08:00,teamotits,"free ice cream at aia canopy, while stock lasts",-2
1561,2023-02-07 18:45:48+08:00,NTUFreeFood,"hi  this is for ntu free food, but the canteen 16 uncle gave free chicken chops to clear his supplies, and i left them at hall 12 table beside the cates lockers. it’s freshly prepared and good to clear by 8 pm  :)",-2
1562,2023-02-08 13:18:31+08:00,Yx Leo,"free food at the hive, outside tr35",-2
1563,2023-02-09 13:17:57+08:00,NTUFreeFood,buffet at graduate college,-2
1564,2023-02-09 16:10:34+08:00,NTUFreeFood,hi theres free food in ns aia canopy area,-2
1565,2023-02-10 13:28:49+08:00,Yvettty,"free bbt outside arc tr+14, while stock last",-2
1566,2023-02-10 13:58:23+08:00,NTUFreeFood,bbt cleared,1565
1567,2023-02-10 15:49:31+08:00,clara💓,free leftovers outside ns1-1 lt15,-2
1568,2023-02-14 16:51:26+08:00,Bel,"at spms outside lt2 area, clear by 6pm",-2
1569,2023-02-15 12:16:23+08:00,hm,"hi, there’s free food outside ntu emb learning studio, clearing by 1pm.",-2
1570,2023-02-15 12:41:18+08:00,Esther See,"oatmilk, chocolate, coffee, original. exp dec22. at blk 27 letterbox,  hall 4",-2
1571,2023-02-15 16:25:31+08:00,NTUFreeFood,outside s4 b2 benches exp 12 dec. 5 pieces,-2
1572,2023-02-15 17:31:48+08:00,Zhiqing,free food outside lhs-tr+47. clearing at 6.30pm. feel free to come and network with company from mindef mco too  ,-2
1573,2023-02-15 21:19:41+08:00,mabel,"hi  we have 19 cups of coffee from fine food up for grabs :) outside the hive tr 53, level 2",-2
1574,2023-02-15 21:30:53+08:00,NTUFreeFood,coffee cleared,1573
1575,2023-02-16 18:02:21+08:00,realkevinyok,"free food outside sac, consume at your own risk",-2
1576,2023-02-17 15:43:34+08:00,Zhiqing,12 pack of bento outside lt15. consumed by 4.15pm. eat at own risk.,-2
1577,2023-02-17 18:02:30+08:00,Decong Li,"shhk b1, water, tea, coffee and snacks, profs didn’t finish them",-2
1578,2023-02-17 18:03:48+08:00,NTUFreeFood,just water left,-2
1579,2023-02-17 19:19:34+08:00,Kevin Nathanael Gunawan,"hi, we got 2 box of biscuits expiring today, in front of tr+25 arc",-2
1580,2023-02-18 13:15:26+08:00,🐘,"hello, some food available at shhk level 5, next to the conference room.",-2
1581,2023-02-18 13:15:28+08:00,🐘,"hello, some food available at shhk level 5, next to the conference room.",-2
1582,2023-02-18 13:29:47+08:00,NTUFreeFood,"there are 5 non veg food bentos at the hive l2, and around 10 mango puddings",-2
1583,2023-02-18 13:38:01+08:00,NTUFreeFood,cleared,1582
1584,2023-02-19 11:47:58+08:00,NTUFreeFood,"there are around 7 non veg food bentos at the hive l2, expiration time 12:15",-2
1585,2023-02-19 11:55:49+08:00,NTUFreeFood,all cleared ,1584
1586,2023-02-20 13:16:52+08:00,Seán,free food ntu scse block n4 clears at 1.30ish,-2
